SMILES,Atomization_Energy_eV,Bandgap_Bulk_eV,Bandgap_Chain_eV
*C=CC1CC(*)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)F,,,3.4449
*Cc1ccc(C(=S)O*)cc1,-6,3.1473,3.4449
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(-c5ccc(C(*)=O)cc5)cc4)cc3)c3ccccc3-c3ccccc32)cc1,,,3.4473
*c1sc(*)c(OCCCCCC)c1C,,,3.4475
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,-6.29,2.1724,3.449
*CCCCCCCCCCOc1cccc(OC(=O)c2ccc(C(=O)Oc3cccc(O*)c3)cc2)c1,,,3.4495
*Cc1ccc(C(=S)O*)s1,-5.82,2.676,3.4527
*N1C2=C(C(=O)C(c3c(O)cn(*)c3O)C2=O)C1(C)F,,,3.4532
*c1ccc2c(c1)c1cc(*)ccc1n2C,,,3.4554
*NC(=O)NC(*)=S,-6.02,2.0371,3.4559
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,,,3.4563
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3C(=O)c3ccccc32)cc1,,,3.4566
*CCN1C(=O)C(=CCCCC=C2SC(=S)N(*)C2=O)SC1=S,,,3.4576
*c1ncc(-c2cnc(*)c(C)c2)cc1C,,,3.4579
*CNC(=S)c1ccc(*)cc1,-5.96,3.1832,3.4579
*c1ccc(S(=O)(=O)c2ccc(-n3nc(-c4ccccc4)c4ccc(Oc5ccc6c(-c7ccccc7)nn(*)c(=O)c6c5)cc4c3=O)cc2)cc1,,,3.4595
*C(=O)c1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(*)s5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,,,3.4608
*NC(=S)NO*,-5.23,3.3916,3.4611
*c1ccc2[CH3]c3ccc(*)cc3c2c1,,,3.4644
*c1ccc(-c2ccc3nc(Oc4cc(-c5ccccc5)c5cc(*)ccc5n4)cc(-c4ccccc4)c3c2)cc1,,,3.4645
*c1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(-c4nnc(*)o4)cc3)c2)cc1,,,3.4669
*Cc1ccc(C(=O)c2ccc(*)s2)s1,-6.08,2.7131,3.4685
*C(Br)=C(c1ccccc1)c1ccc(*)cc1,,,3.469
*NC(=S)Nc1ccc(*)cc1,-6.09,2.6405,3.4701
*c1ccc2c(c1)c1cc(*)ccc1n2CC,,,3.4703
*Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c(*)c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,,,3.4715
*c1ccc(C(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn(*)c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,,,3.4719
*Nc1cc(F)c(*)cc1F,,,3.4723
*C=C(*)C(=O)CC,,,3.4734
*CC(*)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CC,,,3.4735
*C(C#N)=C(C#N)n1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.4736
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,-6.2,2.7314,3.4745
*c1cccc(C(c2ccccc2)(c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c2)C(F)(F)F)c1,,,3.4747
*C(=O)c1ccc(Oc2ccc(*)s2)s1,-6.22,2.4838,3.475
*c1ccc(-c2csc(-c3cc(*)cs3)c2)cc1,,,3.4782
*Cc1ccc(-c2ccc(O*)s2)s1,-5.95,2.9968,3.4793
*Nc1c(C)c(C)c(C(=O)c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c(C)c1C,,,3.4801
*Nc1ccc(Cc2ccc(NC(=O)c3cc(C(*)=O)cc(-n4c(O)c5c(c4O)C4CCC5C4)c3)cc2)cc1,,,3.4808
*NC(C#N)=C(C#N)NC(=O)c1ccc(C(*)=O)cc1,,,3.4817
*Oc1ccc(Oc2ccc(C(=O)C(=O)c3ccc(*)cc3)cc2)cc1,,,3.4827
*Nc1ccc(C(=O)c2c(C)c(C)c(C(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)c(C)c2C)cc1,,,3.4851
*c1ccc2c(c1)c1cc(*)ccc1n2C=C,,,3.4876
*c1cc(OCCCCCCCCCC)cc(-c2nc3cc4sc(*)nc4cc3s2)c1,,,3.4894
*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,,,3.4906
*c1cccc(-n2nc(-c3ccccc3)c3cc(Oc4ccc5c(-c6ccccc6)nn(*)c(=O)c5c4)ccc3c2=O)c1C#N,,,3.4916
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)c(C)c3)c3ccccc3-c3ccccc32)cc1C,,3.0176,3.4929
*C(=O)c1ccc2c(c1)C(=O)N(c1cc(C(=O)O)cc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,,,3.4931
*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,,3.4939
*C(=O)Nc1cccc(NC(=O)c2ccc3[CH3]c(-c4cccc(-c5nc6cc(*)ccc6[CH3]5)c4)nc3c2)n1,,,3.4965
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2Oc2ccc(F)cc2)cc1,,,3.4967
*Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccncc4)cc(C(*)=O)c3)cc2)cc1,,,3.497
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,-6.15,2.9952,3.4978
*c1ccc(-c2cc(OCCCCCCCCCC)c(*)cc2OCCCCCCCCCC)cc1,,,3.5012
*Nc1cc(NC(=O)c2ccccc2C(*)=O)cc(-c2nnc(-c3ccccn3)o2)c1,,,3.5021
*Oc1ccc(NC(=O)c2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,,,3.5033
*Nc1ccc(*)cc1F,,,3.5047
*c1cccc(-c2nc3cc(-c4ccc5[CH3]c(*)nc5c4)ccc3[CH3]2)c1,,,3.5069
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C1CCCCCC1,,,3.5076
*CNC(=S)c1ccc(*)s1,-5.79,2.7289,3.5084
*Nc1cc(NC(=O)c2cccc(C(*)=O)c2)c(N)cc1N,,,3.509
*C(=O)c1ccc(OC(*)=S)cc1,-6.3,2.0547,3.5119
*Nc1ccc(*)cc1OC,,,3.512
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,-6.2,2.5243,3.5141
*Nc1cc(NC(=O)c2ccc(-c3ccc(C(*)=O)cc3)cc2)cc(C(=O)OCCOc2ccc(C=CC(=O)c3ccccc3)cc2)c1,,,3.5149
*Nc1ccc(NC(=O)c2ccc(C(*)=O)cc2F)cc1F,,,3.5151
*c1cccc(-c2nc3cc(-c4ccc5oc(*)nc5c4)ccc3o2)c1,,,3.5152
*Nc1cccc(NC(=O)c2ccc(NC(=O)c3ccc([CH3](C)(C)c4ccc(C(=O)Nc5ccc(C(*)=O)cc5)cc4)cc3)cc2)c1,,,3.5185
*c1ccc(S(=O)(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn(*)c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,,,3.5201
*Nc1ccc(*)cc1OCCCCCCCCCCCC,,,3.5203
*Oc1ccc2c(c1)C(=O)N(Oc1ccc(C(n3c(O)cc(*)c3O)(C(F)(F)F)C(F)(F)F)cc1)C2=O,,,3.5205
*c1ccc(Cc2ccc(N3C(=O)C(=O)N(*)C3=O)cc2)cc1,,,3.5238
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCC(C)CC,,,3.5259
*CC(*)c1ccc(C(=O)c2ccccc2)cc1,,,3.5289
*c1cccc(-c2nc3ccc(-c4ccc5oc(*)nc5c4)cc3o2)c1,,,3.5292
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C1CCCCCCC1,,3.1917,3.5292
*c1ccc(Oc2ccc(-c3csc(-c4nc(*)cs4)n3)cc2)cc1,,,3.5312
*Cc1ccc(OCOc2ccc(*)c3cccnc23)c2ncccc12,,,3.5315
*c1cccc(-c2nc3cc4[CH3]c(*)nc4cc3[CH3]2)c1,,,3.5319
*C(=O)n1cc(O)n(C(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)c1=O,,,3.533
*CC(=O)C(C)C(*)c1ccc(O)c2ncccc12,,,3.5354
*CCC[CH3](C)(C)O[CH3](C)(C)CCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.5354
*CCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3c(Br)c2c1=O,,,3.5401
*Oc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(*)cc3)cc(-c3nc4ccccc4[CH3]3)c2)cc1,,,3.5407
*c1cc(C=Nc2cccc(C)c2)cc(*)c1O,,,3.5437
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)CC6CCC5C6)cc4)cc3)cc(C(C)(C)C)c2)cc1,,,3.5452
*c1ccc(Sc2ccc(-c3nn(-c4ccc(S(=O)(=O)c5ccc(-n6nc(*)c7ccccc7c6=O)cc5)cc4)c(=O)c4ccccc34)cc2)cc1,,,3.5491
*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,,,3.551
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C,,,3.5517
*c1ccc2c(c1)c1cc(*)ccc1n2-c1ccccc1,,,3.553
*Nc1ccc(*)cc1C(C)CC,,,3.553
*c1csc(*)c1,,,3.5591
*Oc1ccc(-c2ccc(N=Nc3ccc(C(*)=O)cc3)cc2)cc1,,,3.5627
*Cc1cccc(CNC(=O)C2=C(C(=O)N*)C3C=CC2C3)c1,,,3.5629
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,-6.19,2.8951,3.5671
*C(=O)c1ccc(OC(*)=S)s1,-6.17,1.6701,3.5676
*c1ccc2c(c1)c1cc(*)ccc1n2CCC(O)=NO,,,3.571
*OC(=S)Oc1ccc(*)s1,-5.94,3.0437,3.5737
*Nc1ccc(C(C)(C)c2ccc(NC(=O)c3cc(C(*)=O)cc(-n4c(O)c5c(c4O)CC=CC5)c3)cc2)cc1,,,3.5748
*Nc1ccc(*)cc1C,,,3.5769
*CCCCCCCCCOc1ccc(C=CC=Cc2ccc(O*)cc2)cc1,,,3.5795
*C=Cc1cc(CCCCCC)c(*)s1,,,3.5808
*c1ccc2c(c1)c1cc(*)ccc1n2CCC(=O)OCC,,,3.5811
*CCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3c(Br)c2c1=O,,,3.5814
*c1ccc(-c2ccc([CH3](C)(C)c3ccc(*)s3)s2)cc1,,,3.5832
*c1ccc(-c2ccc(*)nc2)cn1,,,3.5855
*c1ccc2c(c1)c1cc(*)ccc1n2CC(=O)OCC,,,3.5868
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,-6.29,3.2632,3.5876
*C(=O)NNC(=O)c1ccc(*)nc1,,,3.5892
*NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C(*)=S)c2)cc1,,,3.5899
*c1ccc(C(=O)Oc2ccc3ccc(OC(=O)c4ccc(-n5c(O)cc(SCCOCCSc6cc(O)n(*)c6O)c5O)cc4)cc3c2)cc1,,,3.5935
*CC(*)(C)C(=O)Nc1cccc(-c2nnc(-c3ccccc3)o2)c1,,,3.5944
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(-c5cc(*)[CH3]n5)cc4)cc3)cc2)cc1,,,3.5958
*OC(=S)C(F)(F)C(*)(F)F,-5.26,3.1746,3.598
*c1ccc(-c2nc3cc4[CH3]c(*)nc4cc3[CH3]2)cc1,,,3.6007
*C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4[CH3]c(-c5cccc(-c6nc7cc(*)ccc7[CH3]6)c5)nc4c3)cc2)cc1,,,3.6016
*C(=S)N(*)CC=C,,,3.6057
*N=C(C)CC(*)=O,,,3.6072
*C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc(*)nc2)n1,,,3.6092
*c1sc(*)c2sc(CCCCCCCCC)nc12,,,3.6098
*C(=O)c1ccc(N(*)CCCCCCCC)cc1,,,3.611
*c1ccc2c(*)c(-c3ccccc3)[CH3]c2c1,,,3.6113
*Nc1ccccc1NC(=O)c1cccc(C(*)=O)c1,,,3.6159
*Oc1ccc(Oc2ccc(OC(=O)c3ccc(C4(c5ccc(C(*)=O)cc5)OC(=O)c5ccccc54)cc3)cc2)cc1,,,3.6172
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,-6.45,2.4807,3.618
*c1cccc(-c2cc(*)cc3c2NC(C)(C)OC3(C)C)c1,,,3.618
*CCCCCCCCc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,,,3.6182
*OC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)Oc4ccc5c(c4)Oc4cc(*)ccc4C5(C)C)cc32)cc1,,,3.6209
*Sc1ccc(*)cc1,,3.1848,3.6211
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1CCCCCCC,,,3.6219
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1CBr,,,3.6235
*Oc1ccc(NC(=O)c2cc(NC(=O)c3ccccc3)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,,,3.6254
*c1cncc(-c2nnc(-c3nnc(*)o3)o2)n1,,,3.6277
*Nc1cccc(NC(=O)C=CC(*)=O)c1,,,3.628
*CC(=O)OC(*)=S,-5.87,3.73,3.6315
*CC(*)(C)C(=O)Oc1ccc2ccccc2c1,,,3.6336
*Oc1ccc2cc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)ccc2c1,,,3.634
*CC(*)c1ccc2ccccc2c1,,,3.6351
*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)c(S)c2)cc1S,,,3.6358
*c1ccc(-c2ccc(*)c(Cl)c2)cc1Cl,,,3.6381
*CC(*)c1ccc(C(=O)Cc2ccccc2)cc1,,,3.6382
*CNc1ccc(C(*)=O)cc1,-6.14,3.1969,3.6383
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)CCC3CCCCC3C2)cc1,,,3.6386
*Oc1ccc(C=CC(*)=O)cc1,,,3.6422
*c1nc(Cl)nc(N(c2ccccc2)c2nc(Nc3ccccc3)nc(N(*)c3ccccc3)n2)n1,,,3.6448
*NNC(=O)c1ccc(NC(=O)c2ccc(C(*)=O)cc2)c(O)c1,,,3.6452
*c1ccc2c(c1)c1cc(*)ccc1n2CC(O)=NO,,,3.6467
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,-6.33,3.0776,3.6478
*Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc(C(*)=O)cc3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,,,3.6515
*Nc1ccc(Oc2ccc(*)cc2)cc1,-6.26,3.2074,3.6519
*CC(*)C(=O)OCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,,3.6528
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C(=O)O,,,3.6534
*Oc1ccc(OC(=O)c2cc(OCCCCCCOCCCCC)c(C(*)=O)cc2OCCCCCCOCCCCC)cc1,,,3.6545
*Oc1cccc(C(=O)c2cccc(Oc3cccc(*)c3)c2)c1,,,3.6547
*C(*)(F)Cl,,,3.6564
*C=C1CCCC(=Cc2ccc(*)cc2)C1=O,,,3.6567
*OC(=O)c1ccc(SCCCCSc2ccc(C(*)=O)cc2)cc1,,,3.6584
*C(=O)c1ccc(N=Nc2ccc(C(=O)N3C(=O)N(*)C(CC)(CC)C3=O)cc2)cc1,,,3.6611
*CCCCOC(=O)c1ccc(N=CNc2ccc(C(=O)O*)cc2)cc1,,,3.6652
*C=NCCCCCCN=Cc1ccc(Sc2ccc(*)o2)o1,,,3.6661
*C=C(*)c1cccs1,,,3.6662
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C=O,,,3.6677
*Nc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(*)=O)c2)cc1,,2.9949,3.6703
*c1sc(*)c(OCCCCCCCCCCCCCCCC)c1C,,,3.676
*CCCCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,,3.6798
*NC(=O)c1ccc(C(*)=O)s1,-6.4,2.6812,3.683
*CC(=O)OCCCCCCOC(=O)Cn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.6832
*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,,,3.6854
*C(=S)N(*)C,,,3.6861
*COc1ccc(-c2ccc(*)cc2)s1,-6.07,3.0939,3.6898
*c1ccc2c(c1)[CH3](C)(C)c1cc(*)ccc1N2C,,,3.6899
*CC(*)C(=O)Oc1ccc(C(C)=NNC(N)=O)c(O)c1,,,3.6909
*Oc1ccc(S(=O)(=O)c2ccc(-c3ccc(-c4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,,,3.6921
*CC1(C)CC(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)CC(C)(C)C1,,,3.6926
*c1cccc(-c2nnc(-c3cccc(-c4nnc(*)o4)n3)o2)c1,,,3.6938
*Nc1ccc(C(=O)c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,3.6944
*c1ccc(N(*)CCCCCC)cc1,,,3.7028
*CCNC(*)=S,-5.36,3.6727,3.7044
*Oc1ccc(Oc2ccc(*)s2)s1,-6.02,4.047,3.7097
*CCc1ccc(-c2ccc(*)s2)cc1,-5.98,2.9495,3.7098
*Oc1c(C)cc(N=Nc2ccc(C(*)=O)cc2)cc1C,,,3.7116
*c1cc(*)cc(-c2nc3ccccc3o2)c1,,,3.713
*Nc1ccc(*)cc1CO,,,3.7131
*NCc1cc(C(=O)O)cc(CNc2nc(-c3csc(*)n3)cs2)c1N,,,3.7145
*Oc1ccc2cc(C(*)=O)ccc2c1Br,,,3.7175
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,-6.35,2.7538,3.7187
*Oc1ccc(Oc2ccc(C(=O)c3cccc(-c4cccc(C(=O)c5ccc(*)cc5)c4)c3)cc2)cc1,,,3.724
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1,-6.09,3.6012,3.7248
*CNc1ccc(-c2ccc(*)s2)cc1,-6.05,3.1255,3.7272
*Cc1ccc(NC(*)=S)s1,-5.77,2.8469,3.7288
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C(=O)OC,,,3.7296
*CCCCc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,,,3.7312
*c1ccc(-n2ccc(-c3cccc(-c4ccn(*)n4)c3)n2)cc1,,,3.7316
*NC(=NC(=NC(C)=O)NC(C)=O)N=C(*)OC(C)=O,,,3.7327
*Oc1ccc(Cc2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,,,3.7336
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,-5.98,4.0895,3.7339
*Nc1cc(*)ccc1N,,,3.7339
*Oc1ccc(C(=O)NNC(=O)c2cccc(C(=O)NNC(=O)c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c2)cc1,,,3.7359
*C#Cc1ccc(*)c(SCCCCCCCCCCCC)c1,,,3.7364
*Oc1ccc(N=CNc2ccc(*)cc2)cc1,,,3.7365
*Oc1c(F)c(F)c(S(=O)(=O)c2c(F)c(F)c(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)c(F)c2F)c(F)c1F,,,3.7366
*CNc1ccc(-c2ccc(*)cc2)s1,-6.04,3.3441,3.738
*CCCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,,3.7387
*Oc1ccc2cc(C(*)=O)ccc2c1-c1ccccc1,,,3.7414
*Nc1ccc(OC(*)=S)cc1,-6.14,3.2479,3.7435
*Nc1cccc(C#Cc2cccc(C(*)=O)c2)c1,,,3.7438
*c1ccc(Oc2ccc(-c3nnc(*)o3)cc2)cc1,,,3.7488
*Nc1ccc(C(*)=O)cc1,,,3.7503
*c1nc(C)nc(N(CCCCCCN(*)c2ccccc2)c2ccccc2)n1,,,3.751
*C(OC(C)=O)=C(OC(C)=O)c1ccc(*)cc1,,,3.7517
*CCc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,,,3.7563
*CC(*)n1cc2ccccc2n1,,,3.7572
*CCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,,3.7577
*Cc1ccc(OC(*)=S)s1,-5.78,3.0541,3.7579
*CCCCC(C)CCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.7606
*Nc1cc(NC(=O)c2ccc(C(*)=O)cc2)ccc1Cl,,,3.7621
*CC(*)(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,,,3.7637
*Cc1c(O)c(C(C)=O)cc(CNC(=S)N*)c1OC,,,3.7679
*CCCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,,,3.7681
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1,,,3.7683
*Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc4cc(C(*)=O)ccc4c3)c2)(C(F)(F)F)C(F)(F)F)ccc1O,,,3.7695
*CC(O)C(O)CN(*)c1ccc(N(C)C)cc1,,,3.7705
*CC(*)(C)C(=O)OCCCCCn1c2ccccc2c2ccccc21,,,3.7707
*c1ccc(-n2cc3c(n2)C(=O)c2cn(*)nc2C3=O)cc1,,,3.7718
*CCCCCc1ccc(CCCCCOC(=O)c2ccc(C(=O)O*)cc2)cc1,,,3.7742
*CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.7768
*c1ccc2c(c1)Cc1cc(*)ccc1-2,,,3.7772
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,-6.26,3.4166,3.7798
*CCCCCCCCCC#CC#CCCCCCCCCCOC(=O)C(=O)O*,,,3.7823
*Oc1ccc(N=C(c2ccc(-c3ccc(-c4ccc(C(=Nc5ccc(*)cc5)C(C#N)C#N)cc4)cc3)cc2)C(C#N)C#N)cc1,,,3.7835
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,-6.09,3.7898,3.7839
*CCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.7854
*CC(=O)c1ccc(O*)s1,-6.03,3.1722,3.7866
*c1nc(C)nc(N(CCCCN(*)c2ccccc2)c2ccccc2)n1,,,3.7879
*CCCCCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.7892
*CCCCCCCCCCCCOc1ccc(C=NN=Cc2ccc(O*)cc2O)c(O)c1,,,3.7924
*Cc1ccc(NC(*)=S)cc1,-5.97,3.5265,3.793
*Cc1ccc(NO*)s1,-5.66,3.8409,3.7984
*CCN(*)Cc1ccccc1,,,3.8139
*Oc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc(*)cc2)cc1,,,3.8153
*NC(=O)Oc1ccc(*)s1,-6.2,3.4227,3.8172
*c1cc2sc(*)c(C)c2s1,,,3.8179
*Oc1ccc(C(=O)OCCOC(=O)c2ccc(*)cc2)cc1,,,3.8209
*CCCCCCOC(=O)OCCCCCCCCCCCCOC(=O)OCCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.821
*OC(CCl)COC(=O)C1=C(C(=O)OCC(CCl)OC(=O)c2ccc(C(*)=O)cc2)C2C=CC1C2,,,3.8265
*Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(*)cc4)cc3)cc2)cc1,,,3.8301
*CC(*)c1cc(OC)ccc1OC,,,3.8323
*C(I)=C(*)I,,,3.8335
*CC(*)C(=O)c1ccc(Br)c(OC)c1,,,3.8338
*c1cccc(*)n1,-6.6,2.9424,3.8339
*Cc1nc2cc3sc(*)nc3cc2s1,,,3.8345
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)OC(=O)c3ccccc32)cc1,,,3.8358
*CC(=O)C(=S)O*,-5.8,2.0217,3.8359
*C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc(*)nc2)c1,,,3.8367
*CCCCCCn1c(=O)c2cc3c(=O)n(*)c(=O)c3cc2c1=O,,,3.8389
*Nc1c(I)cc(C(*)=O)cc1I,,,3.842
*C=Cc1ccc(*)o1,,,3.8424
*CCCCCCCc1nnc(-c2ccc(-c3nnc(*)o3)cc2)o1,,,3.843
*CCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O*,,,3.8434
*c1ccc(-c2ccc(-c3nnc(*)n3-c3ccc(OC)cc3)cc2)cc1,,,3.8442
*N=C1C=CC(*)C=C1C,,,3.8461
*c1ccc2c(c1)C(CC(CC)CCCC)(CC(CC)CCCC)c1cc(*)ccc1-2,,2.85,3.8505
*c1ccc2nc(*)oc2c1,,,3.8571
*Oc1ccc(OC(=O)c2ccc(C(*)=O)cc2)cc1C1CC2CCC1C2,,,3.8597
*CC(*)c1ccc(C(O)CCN2CCOCC2)cc1,,,3.8601
*c1ccc(S(=O)(=O)c2ccc(-n3nc(*)c4ccccc4c3=O)cc2)cc1,,,3.8603
*c1ccc2c(c1)c1cc(*)ccc1n2C(O)=NO,,,3.8619
*Oc1ccc(-c2ccc(C(*)=O)cc2)cc1,-6.44,3.0847,3.8635
*Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(Oc5nc(*)nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,,,3.8673
*Oc1ccc(C(c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)C(Cl)(Cl)Cl)cc1,,,3.8681
*c1ccc2cc(*)n(C(C(O)=NO)n3ccc4ccccc43)c2c1,,,3.8694
*Nc1c(Br)cc(C(*)=O)cc1Br,,,3.8726
*c1nc(-c2ccccc2)nc(N(*)c2ccccc2)n1,,,3.8771
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,-5.86,3.0077,3.8794
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,,,3.8798
*Nc1ccc(C2(c3ccc(NC(=O)c4ccc(C5(c6ccc(C(*)=O)cc6)OC(=O)c6ccccc65)cc4)cc3)OC(=O)c3ccccc32)cc1,,,3.8809
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)o4)n3)o2)cc1,,,3.8824
*c1cccc(*)c1N,,,3.8845
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc(*)cc6)C6CC7CC(C6)CC5C7)cc4)cc3)c2)cc1,,,3.8847
